row_id,study_key,arxiv_id,source_url,date,authors,affiliation_type,model,version_pin,task_family,dataset,n,reference_label_type,metric,value,interval_low,interval_high,interval_type,value_key,comparator,comparator_value,comparator_tuning_budget,cost_or_latency,hardware_or_provider,calibration_quantity,post_hoc_calibration,cascade_result,test_set_exposure,code_available,excerpt,location,extractor,ledger_version
L202,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study A: 216 synthetic English intent-contract requests, block 3",216,task_outcome,latency_ms_median,320.7,,,,li2026replacing.jevMedianLatencyBlock3,"DeepSeek (deepseek-v4.1-flash, concise structured output)",381.4,same prompt,"median 320.7 ms, p95 624.2 ms, block 3",OpenRouter (TypeSafe provider); DeepSeek via OpenRouter/Together,none,none,,new,no,3       Jev        212/216   320.7         624.2,"Table II, Block 3 row",ledger-extract-B,1.0
L203,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study A: 216 synthetic English intent-contract requests, block 1",216,llm_teacher,exact_field_accuracy_frac,214/216,,,,li2026replacing.jevExactAccuracyBlock1,"DeepSeek (deepseek-v4.1-flash, concise structured output)",216/216,same prompt,,OpenRouter (TypeSafe provider); DeepSeek via OpenRouter/Together,none,none,,new,no,1       Jev        214/216   319.5         529.3,"Section V-A; Table II, Block 1 Correct column",ledger-extract-B,1.0
L204,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: real two-node OCR service (IIIT5K images), aggregate over 8 conditions",288,human_adjudicated,correct_ontime_completion_frac,168/288,,,,li2026replacing.jevOcrCorrectCompletion,DeepSeek (deepseek-v4.1-flash),166/288,same prompt,,local macOS worker + remote Linux worker via SSH; DeepSeek/Jev via OpenRouter,none,none,,new,no,"Jev completes 168/288 supported requests correctly and on time (58.3%), versus 166/288 for DeepSeek (57.6%).",Section V-C; Table III,ledger-extract-B,1.0
L205,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Qwen2.5-7B-Instruct,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: real two-node OCR service (IIIT5K images), aggregate over 8 conditions",288,human_adjudicated,correct_ontime_completion_frac,105/288,,,,li2026replacing.qwenOcrCorrectCompletion,Jev,168/288,same prompt,conditional median model-call time 1.408 s,"self-hosted, one NVIDIA L40 GPU, BF16, Transformers/SDPA, PyTorch 2.2.0+cu121",none,none,,new,no,"Qwen and rules complete 105/288 (36.5%) and 92/288 (31.9%), respectively.",Section V-C; Table III,ledger-extract-B,1.0
L206,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Rules (fixed rule parser),"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: real two-node OCR service (IIIT5K images), aggregate over 8 conditions",288,human_adjudicated,correct_ontime_completion_frac,92/288,,,,li2026replacing.rulesOcrCorrectCompletion,Jev,168/288,not applicable (unsupervised keyword/regex rules),,"local rule parser, no model",none,none,,new,no,"Qwen and rules complete 105/288 (36.5%) and 92/288 (31.9%), respectively.",Section V-C; Table III,ledger-extract-B,1.0
L207,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: unsupported-request rejection, aggregate over 8 conditions",96,human_adjudicated,correct_rejection_frac,92/96,,,,li2026replacing.jevCorrectRejection,DeepSeek,80/96,same prompt,,OpenRouter (TypeSafe provider); DeepSeek via OpenRouter/Together,none,none,,new,no,Jev correctly rejects 92/96 and dispatches four unsupported requests to OCR.,Section V-C; Table III,ledger-extract-B,1.0
L208,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: real OCR service, steady/changing/cache-off condition",20,task_outcome,latency_ms_median_paired_success,410.4,,,,li2026replacing.jevMedianFullTimeSteadyChangingOff,DeepSeek,538.6,same prompt,"median paired saving 135.69 ms, N=20 common-success requests",local macOS + remote Linux worker,none,none,,new,no,Steady   Changing      Off     22                    20         20   410.4                   538.6      135.69,"Section V-D; Table IV, Steady/Changing/Off row",ledger-extract-B,1.0
L209,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: real OCR service, steady/repeated/cache-on condition",20,task_outcome,latency_ms_median_paired_success,110.9,,,,li2026replacing.jevMedianFullTimeSteadyRepeatedOn,DeepSeek,112.4,same prompt,"median paired saving -0.37 ms, N=20; caching removes the latency advantage",local macOS + remote Linux worker,none,none,,new,no,"With caching enabled, the steady-repeated medians are 110.9 ms for Jev and 112.4 ms for DeepSeek; the bursty-repeated medians are 106.2 and 109.0 ms. Yet the median paired savings are  − 0.37 and  − 0.49 ms, respectively.","Section V-D; Table IV, Steady/Repeated/On row",ledger-extract-B,1.0
L210,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study A: modeled execution, 24 paired conditions, 3 blocks",,task_outcome,cost_ratio_pct_reduction_api_fee_per_completion,69.15-72.57,,,,li2026replacing.jevApiFeeReductionStudyA,DeepSeek,,same prompt,"fees per operational completion, scaled to 1000 completions",OpenRouter (TypeSafe provider); DeepSeek via OpenRouter/Together,none,none,,new,no,Study A’s API fees per operational completion are 69.15–72.57% lower with Jev across the 24 pairs (Fig. 7).,Section V-E,ledger-extract-B,1.0
L211,li2026replacing,2609.22753,https://arxiv.org/abs/2609.22753,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"typesafe/jev-1.13 via OpenRouter Decisions endpoint; responses identify jev-1.13-20260917, provider TypeSafe",agent control,"Study B: real OCR service, 8 paired conditions",,human_adjudicated,cost_ratio_pct_reduction_api_fee_per_completion,68.97-70.61,,,,li2026replacing.jevApiFeeReductionStudyB,DeepSeek,,same prompt,Jev ~$0.011-$0.067 per 1000 correct completions vs DeepSeek $0.036-$0.215,OpenRouter (TypeSafe provider); DeepSeek via OpenRouter/Together,none,none,,new,no,Jev’s API fees per correct OCR completion are 68.97–70.61% lower over all eight paired conditions; the cache-disabled range is 69.03–70.61%.,Section V-E; Fig. 8,ledger-extract-B,1.0
L212,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,Cloud block: 21 contract descriptions x3 repeats (63 checks),63,task_outcome,latency_ms_median,374.6,,,,li2026fast.jevCloudMedianLatency,DeepSeek (deepseek-v4.1-flash),482.9,same prompt,"median 374.6 ms [348.1,423.4]; 22.4% reduction vs DeepSeek",OpenRouter (Jev/DeepSeek/Gemini); Qwen self-hosted,none,none,,new,no,"Jev’s median is 374.6 ms, compared with 482.9 ms for DeepSeek and 984.5 ms for Gemini, reductions of 22.4% and 61.9%.",Section V-B; Table II,ledger-extract-B,1.0
L213,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,Cloud block: 21 contract descriptions x3 repeats (63 checks),63,task_outcome,latency_ms_median,374.6,,,,li2026fast.jevCloudMedianLatencyVsGemini,Gemini 3.1 Flash Lite,984.5,same prompt,61.9% reduction vs Gemini,OpenRouter (Jev/DeepSeek/Gemini),none,none,,new,no,"Jev’s median is 374.6 ms, compared with 482.9 ms for DeepSeek and 984.5 ms for Gemini, reductions of 22.4% and 61.9%.",Section V-B; Table II,ledger-extract-B,1.0
L214,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Local block: 63 contract checks, direct-attribute Qwen interface",63,task_outcome,latency_ms_median,356.2,,,,li2026fast.jevLocalMedianLatency,Qwen3.5-4B (direct-attribute interface),757.1,not reported,53.0% reduction vs Qwen direct-attribute,Jev via OpenRouter; Qwen3.5-4B self-hosted via vLLM 0.29.0 on one NVIDIA L40 GPU,none,none,,new,no,"Their medians are 356.2 and 757.1 ms, giving Jev a 53.0% reduction.",Section V-B; Table III,ledger-extract-B,1.0
L215,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,Integration block: direct placement vs cached interpretation+numerical scheduling,22500,task_outcome,updated_contract_completion_pct,43.24,,,,li2026fast.jevDirectPlacementCompletion,Jev (cached interpretation + numerical scheduling),95.59,"same model, different integration",,5G-LENA NR simulator; OpenRouter for Jev,none,none,,new,no,"For Jev, the updated-condition completion fraction increases from 43.24% to 95.59%.",Section V-A,ledger-extract-B,1.0
L216,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Cloud block, 3 update scenarios, mean completion",22500,task_outcome,updated_scenario_completion_pct,97.00,,,,li2026fast.jevCloudUpdatedCompletionVsDeepSeek,DeepSeek,93.51,same prompt,difference 3.50 percentage points,5G-LENA NR simulator; OpenRouter,none,none,,new,no,"mean completion is 97.00% for Jev, 93.51% for DeepSeek, and 88.65% for Gemini. Jev’s differences are 3.50 and 8.35 percentage points.",Section V-C,ledger-extract-B,1.0
L217,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Cloud block, 3 update scenarios, mean completion",22500,task_outcome,updated_scenario_completion_pct,97.00,,,,li2026fast.jevCloudUpdatedCompletionVsGemini,Gemini 3.1 Flash Lite,88.65,same prompt,difference 8.35 percentage points,5G-LENA NR simulator; OpenRouter,none,none,,new,no,"mean completion is 97.00% for Jev, 93.51% for DeepSeek, and 88.65% for Gemini. Jev’s differences are 3.50 and 8.35 percentage points.",Section V-C,ledger-extract-B,1.0
L218,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Local block, 3 update scenarios, mean completion",22500,task_outcome,updated_scenario_completion_pct,96.62,,,,li2026fast.jevLocalUpdatedCompletion,Qwen3.5-4B (direct-attribute interface),91.84,not reported,difference 4.78 percentage points,Jev via OpenRouter; Qwen3.5-4B self-hosted via vLLM,none,none,,new,no,"Mean updated-scenario completion is 96.62% for Jev and 91.84% for direct-attribute Qwen, a 4.78-point difference.",Section V-C,ledger-extract-B,1.0
L219,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Qwen3.5-4B (profile-output interface),"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Local interface comparison, 63 contract checks",63,administrative_field,exact_interpretation_correctness_frac,33/63,,,,li2026fast.qwenProfilesCorrectness,Qwen3.5-4B (direct-attribute interface),63/63,not reported,median response 447.9 ms (profiles) vs 757.1 ms (attributes),self-hosted via vLLM 0.29.0 on one NVIDIA L40 GPU,none,none,,new,no,The initial Qwen interface selects identifiers from an 18-profile catalog. It correctly interprets 33 of 63 evaluated contracts.,Section V-E; Table III,ledger-extract-B,1.0
L220,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Real image service (mobile, simulated NR access), 1,080 arrivals per method",1080,human_adjudicated,correct_ontime_completion_frac,459,,,,li2026fast.jevImageServiceCompletion,DeepSeek,463,same prompt,459/1080 (42.50%) vs 463/1080 (42.87%),ns-3.48 + 5G-LENA NR simulation; Tesseract OCR on two logical workers; OpenRouter for Jev/DeepSeek,none,none,,new,no,"Jev completes 459 of 1,080 requests, DeepSeek 463, Qwen 435, and the structured-input reference 473.",Section V-F; Table IV,ledger-extract-B,1.0
L221,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Real image service (mobile, simulated NR access), 1,080 arrivals per method",1080,human_adjudicated,correct_ontime_completion_frac,459,,,,li2026fast.jevImageServiceCompletionVsQwen,Qwen3.5-4B (direct-attribute interface),435,not reported,459/1080 (42.50%) vs 435/1080 (40.28%),ns-3.48 + 5G-LENA NR simulation; Tesseract OCR,none,none,,new,no,"Jev completes 459 of 1,080 requests, DeepSeek 463, Qwen 435, and the structured-input reference 473.",Section V-F; Table IV,ledger-extract-B,1.0
L222,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Real image service, 1.5s update windows, 180 requests per method",180,human_adjudicated,correct_ontime_completion_frac_update_window,64,,,,li2026fast.jevImageServiceUpdateWindowCompletion,DeepSeek,62,same prompt,64/180 (35.56%) vs 62/180 (34.44%),ns-3.48 + 5G-LENA NR simulation; Tesseract OCR,none,none,,new,no,"Jev completes 64 correctly and on time, compared with 62 for DeepSeek, 45 for Qwen, and 71 for the structured reference.",Section V-F; Table IV,ledger-extract-B,1.0
L223,li2026fast,2609.23136,https://arxiv.org/abs/2609.23136,2026-09-19,"Li, Wang, Gong, Lang, Yu",academic,Jev,"TypeSafe Jev 1.13 via OpenRouter, provider fallback disabled, native Choice questions",agent control,"Cloud block, 21 calls per model",21,task_outcome,cost_usd_total,0.002125,,,,li2026fast.jevCloudApiCost,DeepSeek,0.001262,same prompt,Jev higher billed fee despite lower latency; Gemini US$0.009698,OpenRouter,none,none,,new,no,"Across the cloud block’s 21 calls per model, Jev reports US$0.002125, DeepSeek US$0.001262, and Gemini US$0.009698.",Section VI-C,ledger-extract-B,1.0
L224,cheng2026thisthatmodel,2609.23886,https://arxiv.org/abs/2609.23886,2026-09-20,"Cheng, Dai, Sun",mixed,this-that-model-1.0,"this-that-model-1.0 (2B params / 1.88B reported), adapted from decider-2b, released on Hugging Face",judging,"NanoJev-recorded cohort, 68 local-geometry questions over 17 states",68,task_outcome,latency_ms_median,30.9,,,,cheng2026thisthatmodel.thisThatLatency,"Jev (hosted, run by NanoJev/third party)","8758 ms (frontier API call latency contrast, Abstract/Section 1); not separately measured for Jev in this table",not reported,"30.9 ms per question, one laptop GPU (16GB), 32 decisions/second",one 16GB laptop GPU,none,none,,new,yes (https://github.com/FLock-io/this-that-model; https://huggingface.co/flock-io/this-that-model-1.0),"It decides in 30.9 ms on one laptop GPU, and generates zero output tokens doing it.",Abstract; Section 1,ledger-extract-B,1.0
L225,cheng2026thisthatmodel,2609.23886,https://arxiv.org/abs/2609.23886,2026-09-20,"Cheng, Dai, Sun",mixed,this-that-model-1.0,"this-that-model-1.0 (2B params), adapted from decider-2b",judging,"NanoJev-recorded cohort, 68 local-geometry questions over 17 states",68,task_outcome,accuracy,0.941,,,,cheng2026thisthatmodel.thisThatAccuracy68q,"Jev (hosted, run by NanoJev/third party recording)",0.765,not reported (same recorded inputs/wording for both),"cost of one pass: this-that-model $0.000014 (electricity, 80W, $0.30/kWh)","one 16GB laptop GPU (this-that); Jev hosted, third-party measured",Brier,none,,new,yes (https://github.com/FLock-io/this-that-model),"On a third party’s recorded cohort of 68 decision questions, on their inputs and their wording, it scores 0.941 with a Brier score of 0.042, against 0.765 and 0.133 for Jev, the hosted service, on the same items.",Abstract; Section 4.1; Table 1,ledger-extract-B,1.0
L226,cheng2026thisthatmodel,2609.23886,https://arxiv.org/abs/2609.23886,2026-09-20,"Cheng, Dai, Sun",mixed,this-that-model-1.0,"this-that-model-1.0 (2B params), adapted from decider-2b",judging,"NanoJev-recorded cohort, 68 local-geometry questions over 17 states",68,task_outcome,brier_score,0.042,,,,cheng2026thisthatmodel.thisThatBrier68q,"Jev (hosted, run by NanoJev/third party recording)",0.133,not reported,,"one 16GB laptop GPU (this-that); Jev hosted, third-party measured",Brier,none,,new,yes,"On a third party’s recorded cohort of 68 decision questions, on their inputs and their wording, it scores 0.941 with a Brier score of 0.042, against 0.765 and 0.133 for Jev, the hosted service, on the same items.",Table 1,ledger-extract-B,1.0
L227,cheng2026thisthatmodel,2609.23886,https://arxiv.org/abs/2609.23886,2026-09-20,"Cheng, Dai, Sun",mixed,this-that-model-1.0,this-that-model-1.0,judging,Internal 42-family suite (one full pass),,task_outcome,cost_usd_and_time_one_pass,32 s / $0.000217,,,,cheng2026thisthatmodel.thisThatInternalSuiteCost,most accurate hosted model measured,155.2 min / $10.636,not reported,32 s and $0.000217 electricity vs 155.2 min and $10.636,one 16GB laptop GPU (this-that); hosted API for comparator,none,none,,new,yes,One pass of our 42-family internal suite takes 32 seconds and $0.000217 of electricity; the most accurate hosted model we measured needs 155.2 minutes and $10.636.,Abstract,ledger-extract-B,1.0
L228,cheng2026thisthatmodel,2609.23886,https://arxiv.org/abs/2609.23886,2026-09-20,"Cheng, Dai, Sun",mixed,this-that-model-1.0,this-that-model-1.0,judging,"Internal 42-family suite, multi-step arithmetic family",,task_outcome,accuracy,0.560,,,,cheng2026thisthatmodel.thisThatArithmeticAccuracy,hosted models (range),0.98 to 1.00,not reported,,one 16GB laptop GPU (this-that); hosted APIs for comparators,none,none,,new,yes,"on multi-step arithmetic, which a single forward pass cannot carry intermediate results through, it scores 0.560 against their 0.98 to 1.00.",Abstract,ledger-extract-B,1.0
L229,cheng2026thisthatmodel,2609.23886,https://arxiv.org/abs/2609.23886,2026-09-20,"Cheng, Dai, Sun",mixed,this-that-model-1.0,this-that-model-1.0,judging,"Internal 42-family suite, branch-shaped families",,task_outcome,accuracy,0.818,,,,cheng2026thisthatmodel.thisThatBranchShapedAccuracy,hosted models (range),0.837 to 0.968,not reported,,one 16GB laptop GPU (this-that); hosted APIs for comparators,none,none,,new,yes,"On the branch-shaped families the product is for it scores 0.818, against 0.837 to 0.968 for the hosted models",Abstract,ledger-extract-B,1.0
